"Início dos relatórios","Término dos relatórios","Nome do anúncio","Veiculação do anúncio",Resultados,"Indicador de resultados",Alcance,Frequência,"Custo por resultados","Orçamento do conjunto de anúncios","Tipo de orçamento do conjunto de anúncios","Valor usado (BRL)","Classificação de qualidade","Classificação da taxa de engajamento","Classificação da taxa de conversão",Impressões,"CPM (custo por 1.000 impressões) (BRL)","Cliques no link","CPC (custo por clique no link) (BRL)","CTR (taxa de cliques no link)","Cliques (todos)","CTR (todos)","CPC (todos) (BRL)","Custo por candidatura enviada (BRL)","Apps enviados","Inscrições no app para celular enviadas","Apps do site enviados","Candidaturas enviadas offline","Inscrições na Meta enviadas","Finalizações de compra iniciadas","Finalizações de compra iniciadas no app para celular","Finalizações de compra iniciadas no site","Finalizações de pagamento iniciadas offline","Finalizações da compra iniciadas na Meta","Custo por finalização de compra iniciada (BRL)",Compras,"Compras no app","Compras no site","Compras offline","Compras na Meta","Custo por compra (BRL)","Nome da campanha","Identificação da campanha","Nome do conjunto de anúncios","Identificação do conjunto de anúncios"
2026-02-16,2026-02-22,"AD149 [MDA] [VID] VENDA - CAIO EU LARGO MEU TRABALHO 02",not_delivering,8,actions:offsite_conversion.fb_pixel_purchase,91219,1.082307,172.6975,200,Diário,1381.58,"Na média","Acima da média","Na média",98727,13.993943,800,1.726975,0.810315,1860,1.883983,0.742785,,,,,,,113,,113,,,12.226372,8,,8,,,172.6975,"[18/11/25] [LVC] [F] [AUTO] [VENDAS] [ADV+] [VSL B] [R$ 197,00] [1]",120237047550310163,"00 -  Advantage+ [VSL B] - AD149 [MDA] [VID] VENDA - CAIO EU LARGO MEU TRABALHO 02",120238010963330163
2026-02-16,2026-02-22,"AD17 [MDA] [VID] VENDA - FAÇA DO YOUTUBE A SUA PROFISSÃO V5",not_delivering,7,actions:offsite_conversion.fb_pixel_purchase,13371,1.15384,87.53285714,150,Diário,612.73,"Na média","Na média","Na média",15428,39.715452,231,2.652511,1.497278,473,3.065854,1.295412,,,,,,,54,,54,,,11.346852,7,,7,,,87.532857,"[18/11/25] [LVC] [F] [AUTO] [VENDAS] [ADV+] [VSL B] [R$ 197,00] [1]",120237047550310163,"00 -  Advantage+ [VSL B] - AD17 [MDA] [VID] VENDA - FAÇA DO YOUTUBE A SUA PROFISSÃO V5",120238323485780163
2026-02-16,2026-02-22,"AD183 [MDA] [VID] VENDA - REMARKETING 12",not_delivering,,,0,0,,50,Diário,0,–,–,–,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,,"[13/12/25] [MDA] [Q] [AUTO] [VENDAS] [REMARKETING] [VSL A] [R$ 197,00] [1]",120238623515480163,"00 - Page View VSL A - 180D - AD183 [MDA] [VID] VENDA - REMARKETING 12",120238625480720163
2026-02-16,2026-02-22,"AD183 [MDA] [VID] VENDA - REMARKETING 12",not_delivering,,,0,0,,50,Diário,0,–,–,–,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,,"[13/12/25] [MDA] [Q] [AUTO] [VENDAS] [REMARKETING] [VSL C] [R$ 197,00] [1]",120238626928870163,"00 - Page View VSL C - 180D - AD183 [MDA] [VID] VENDA - REMARKETING 12",120238626928760163
2026-02-16,2026-02-22,"AD155 [MDA] [VID] VENDA - CAIO EU LARGO MEU TRABALHO 07",not_delivering,1,actions:offsite_conversion.fb_pixel_purchase,4401,1.083617,75.61,150,Diário,75.61,"Na média","Na média","Na média",4769,15.854477,34,2.223824,0.712938,61,1.279094,1.239508,,,,,,,6,,6,,,12.601667,1,,1,,,75.61,"[06/01/26] [LVC] [F] [AUTO] [VENDAS] [LKL PQ 365D] [VSL B] [R$ 197,00] [5]",120239726037500163,"00 - Lookalike 1% Pq 365d [VSL B]",120239726037590163
2026-02-16,2026-02-22,"AD58 [MDA] [VID] VENDA - AQUI O MEU CANAL JÁ TINHA",not_delivering,,,82,1.134146,,150,Diário,1.85,–,–,–,93,19.892473,2,0.925,2.150538,7,7.526882,0.264286,,,,,,,,,,,,,,,,,,,"[06/01/26] [LVC] [F] [AUTO] [VENDAS] [LKL PQ 365D] [VSL B] [R$ 197,00] [5]",120239726037500163,"00 - Lookalike 1% Pq 365d [VSL B]",120239726037590163
2026-02-16,2026-02-22,"AD17 [MDA] [VID] VENDA - FAÇA DO YOUTUBE A SUA PROFISSÃO V5",not_delivering,1,actions:offsite_conversion.fb_pixel_purchase,385,1.241558,23.46,150,Diário,23.46,–,–,–,478,49.079498,9,2.606667,1.882845,18,3.76569,1.303333,,,,,,,2,,2,,,11.73,1,,1,,,23.46,"[06/01/26] [LVC] [F] [AUTO] [VENDAS] [LKL PQ 365D] [VSL B] [R$ 197,00] [5]",120239726037500163,"00 - Lookalike 1% Pq 365d [VSL B]",120239726037590163
2026-02-16,2026-02-22,"AD150 [MDA] [VID] VENDA - CAIO EU LARGO MEU TRABALHO 03",not_delivering,1,actions:offsite_conversion.fb_pixel_purchase,6966,1.199254,196.43,150,Diário,196.43,"Na média","Na média","Na média",8354,23.513287,95,2.067684,1.13718,172,2.058894,1.142035,,,,,,,18,,18,,,10.912778,1,,1,,,196.43,"[06/01/26] [LVC] [F] [AUTO] [VENDAS] [LKL PQ 365D] [VSL B] [R$ 197,00] [5]",120239726037500163,"00 - Lookalike 1% Pq 365d [VSL B]",120239726037590163
2026-02-16,2026-02-22,"AD154 [MDA] [VID] VENDA - CAIO EU LARGO MEU TRABALHO 06",not_delivering,6,actions:offsite_conversion.fb_pixel_purchase,13664,1.223946,57.95,150,Diário,347.7,"Na média","Na média","Na média",16724,20.790481,202,1.721287,1.207845,346,2.068883,1.004913,,,,,,,32,,32,,,10.865625,6,,6,,,57.95,"[06/01/26] [LVC] [F] [AUTO] [VENDAS] [LKL PQ 365D] [VSL B] [R$ 197,00] [5]",120239726037500163,"00 - Lookalike 1% Pq 365d [VSL B]",120239726037590163
2026-02-16,2026-02-22,"AD188 [MDA] [VID] VENDA - ELE TA GANHANDO MAIS",not_delivering,,,0,0,,100,Diário,0,–,–,–,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,,"[18/11/25] [LVC] [F] [AUTO] [VENDAS] [ADV+] [VSL B] [R$ 197,00] [1]",120237047550310163,"00 -  Advantage+ [VSL B] - AD188 [MDA] [VID] VENDA - ELE TA GANHANDO MAIS",120240072356180163
2026-02-16,2026-02-22,"AD101 [MDA] [VID] VENDA - VOU TE REVELAR O SEGREDO V11",not_delivering,,,0,0,,50,Diário,0,–,–,–,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,,"[18/11/25] [LVC] [F] [AUTO] [VENDAS] [ADV+] [VSL B] [R$ 197,00] [1]",120237047550310163,"00 -  Advantage+ [VSL B] - AD101 [MDA] [VID] VENDA - VOU TE REVELAR O SEGREDO V11",120240193675450163
2026-02-16,2026-02-22,"AD187 [MDA] [VID] VENDA - OLHA QUANTO ESSE",not_delivering,,,0,0,,200,Diário,0,–,–,–,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,,"[22/12/25] [MDA] [F] [AUTO] [VENDAS] [MIX PÚBLICOS] [VSL C] [R$ 197,00] [4]",120239177089580163,"[00 - Aberto] [VSL C] - Best Ads [3°  Semana Jan26]",120240315900810163
2026-02-16,2026-02-22,"AD158 [MDA] [VID] VENDA - DA PRA GANHAR MUITA GRANA",not_delivering,,,0,0,,200,Diário,0,–,–,–,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,,"[22/12/25] [MDA] [F] [AUTO] [VENDAS] [MIX PÚBLICOS] [VSL C] [R$ 197,00] [4]",120239177089580163,"[00 - Aberto] [VSL C] - Best Ads [3°  Semana Jan26]",120240315900810163
2026-02-16,2026-02-22,"AD07 [MDA] [VID] VENDA - 1 MISSÃO, MONETIZAR MAIS 1",not_delivering,,,0,0,,200,Diário,0,–,–,–,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,,"[22/12/25] [MDA] [F] [AUTO] [VENDAS] [MIX PÚBLICOS] [VSL C] [R$ 197,00] [4]",120239177089580163,"[00 - Aberto] [VSL C] - Best Ads [3°  Semana Jan26]",120240315900810163
2026-02-16,2026-02-22,"AD189 [MDA] [VID] VENDA - SE VOCÊ OLHAR NO MEU",not_delivering,,,0,0,,200,Diário,0,–,–,–,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,,"[22/12/25] [MDA] [F] [AUTO] [VENDAS] [MIX PÚBLICOS] [VSL C] [R$ 197,00] [4]",120239177089580163,"[00 - Aberto] [VSL C] - Best Ads [3°  Semana Jan26]",120240315900810163
2026-02-16,2026-02-22,"AD149 [MDA] [VID] VENDA - CAIO EU LARGO MEU TRABALHO 02",not_delivering,,,0,0,,100,Diário,0,–,–,–,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,,"[22/12/25] [LVC] [F] [AUTO] [VENDAS] [MIX PÚBLICOS] [VSL B] [R$ 197,00] [4]",120239176137660163,"[00 - Aberto] [VSL B] - Best Ads [Geral Janeiro]",120240429784550163
2026-02-16,2026-02-22,"AD154 [MDA] [VID] VENDA - CAIO EU LARGO MEU TRABALHO 06",not_delivering,,,0,0,,100,Diário,0,–,–,–,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,,"[22/12/25] [LVC] [F] [AUTO] [VENDAS] [MIX PÚBLICOS] [VSL B] [R$ 197,00] [4]",120239176137660163,"[00 - Aberto] [VSL B] - Best Ads [Geral Janeiro]",120240429784550163
2026-02-16,2026-02-22,"AD153 [MDA] [VID] VENDA - CAIO EU LARGO MEU TRABALHO V2",not_delivering,,,0,0,,100,Diário,0,–,–,–,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,,"[22/12/25] [LVC] [F] [AUTO] [VENDAS] [MIX PÚBLICOS] [VSL B] [R$ 197,00] [4]",120239176137660163,"[00 - Aberto] [VSL B] - Best Ads [Geral Janeiro]",120240429784550163
2026-02-16,2026-02-22,"AD151 [MDA] [VID] VENDA - CAIO EU LARGO MEU TRABALHO 04",not_delivering,,,0,0,,100,Diário,0,–,–,–,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,,"[22/12/25] [LVC] [F] [AUTO] [VENDAS] [MIX PÚBLICOS] [VSL B] [R$ 197,00] [4]",120239176137660163,"[00 - Aberto] [VSL B] - Best Ads [Geral Janeiro]",120240429784550163
2026-02-16,2026-02-22,"AD17 [MDA] [VID] VENDA - FAÇA DO YOUTUBE A SUA PROFISSÃO V5",not_delivering,,,0,0,,100,Diário,0,–,–,–,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,,"[22/12/25] [LVC] [F] [AUTO] [VENDAS] [MIX PÚBLICOS] [VSL B] [R$ 197,00] [4]",120239176137660163,"[00 - Aberto] [VSL B] - Best Ads [Geral Janeiro]",120240429784550163
2026-02-16,2026-02-22,"AD61 [MDA] [VID] VENDA - SÓ FICA RICO NO BRASIL",not_delivering,,,0,0,,50,Diário,0,–,–,–,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,,"[18/11/25] [LVC] [F] [AUTO] [VENDAS] [ADV+] [VSL B] [R$ 197,00] [1]",120237047550310163,"00 -  Advantage+ [VSL B] - AD61 [MDA] [VID] VENDA - SÓ FICA RICO NO BRASIL",120240513549680163
2026-02-16,2026-02-22,"AD190 [MDA] [VID] VENDA - PARA DE FICAR ACREDITANDO V2",not_delivering,,,0,0,,50,Diário,0,–,–,–,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,,"[18/11/25] [LVC] [F] [AUTO] [VENDAS] [ADV+] [VSL B] [R$ 197,00] [1]",120237047550310163,"00 -  Advantage+ [VSL B] - AD190 [MDA] [VID] VENDA - PARA DE FICAR ACREDITANDO V2",120240513857320163
2026-02-16,2026-02-22,"AD194 [MDA] [VID] VENDA - NÃO PERDE TEMPO",not_delivering,4,actions:offsite_conversion.fb_pixel_purchase,3457,1.668499,90.5475,80,Diário,362.19,"Abaixo da média – 35% mais baixos dos anúncios","Na média","Na média",5768,62.792996,116,3.122328,2.011096,161,2.791262,2.249627,,,,,,,13,,13,,,27.860769,4,,4,,,90.5475,"[13/12/25] [MDA] [F] [AUTO] [VENDAS] [ADV+] [VSL C] [R$ 197,00] [1]",120238621687030163,"00 - Advantage+ [VSL C] - AD194 [MDA] [VID] VENDA - NÃO PERDE TEMPO",120240843511050163
2026-02-16,2026-02-22,"AD62 [MDA] [VID] VENDA - O YOUTUBE MUDOU AGORA",not_delivering,,,0,0,,50,Diário,0,–,–,–,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,,"[13/12/25] [MDA] [F] [AUTO] [VENDAS] [ADV+] [VSL C] [R$ 197,00] [1]",120238621687030163,"00 - Advantage+ [VSL C] - AD62 [MDA] [VID] VENDA - O YOUTUBE MUDOU AGORA",120240843681090163
2026-02-16,2026-02-22,"AD68 [MDA] [VID] VENDA - VOCÊ ACORDA CEDO",not_delivering,2,actions:offsite_conversion.fb_pixel_purchase,5591,1.10964,145.18,80,Diário,290.36,–,–,–,6204,46.802063,114,2.547018,1.837524,176,2.836879,1.649773,,,,,,,23,,23,,,12.624348,2,,2,,,145.18,"[18/11/25] [LVC] [F] [AUTO] [VENDAS] [ADV+] [VSL B] [R$ 197,00] [1]",120237047550310163,"00 -  Advantage+ [VSL B] - AD68 [MDA] [VID] VENDA - VOCÊ ACORDA CEDO",120241194675970163
2026-02-16,2026-02-22,"AD153 [MDA] [VID] VENDA - CAIO EU LARGO MEU TRABALHO V2",not_delivering,7,actions:offsite_conversion.fb_pixel_purchase,59538,1.075599,142.48,200,Diário,997.36,"Na média","Acima da média","Na média",64039,15.574259,518,1.925405,0.808882,1196,1.867612,0.833913,,,,,,,71,,71,,,14.047324,7,,7,,,142.48,"[18/11/25] [LVC] [F] [AUTO] [VENDAS] [ADV+] [VSL B] [R$ 197,00] [1]",120237047550310163,"00 -  Advantage+ [VSL B] - AD153 [MDA] [VID] VENDA - CAIO EU LARGO MEU TRABALHO V2",120238011492190163
2026-02-16,2026-02-22,"AD155 [MDA] [VID] VENDA - CAIO EU LARGO MEU TRABALHO 07",not_delivering,5,actions:offsite_conversion.fb_pixel_purchase,16075,1.106003,53.664,100,Diário,268.32,"Na média","Na média","Na média",17779,15.091962,166,1.616386,0.933686,290,1.631138,0.925241,,,,,,,30,,30,,,8.944,5,,5,,,53.664,"[22/12/25] [LVC] [F] [AUTO] [VENDAS] [MIX PÚBLICOS] [VSL B] [R$ 197,00] [4]",120239176137660163,"[00 - Aberto] [VSL B]",120239176137740163
2026-02-16,2026-02-22,"AD154 [MDA] [VID] VENDA - CAIO EU LARGO MEU TRABALHO 06",not_delivering,1,actions:offsite_conversion.fb_pixel_purchase,7201,1.091098,116.83,100,Diário,116.83,"Na média","Na média","Na média",7857,14.869543,70,1.669,0.890925,129,1.641848,0.905659,,,,,,,11,,11,,,10.620909,1,,1,,,116.83,"[22/12/25] [LVC] [F] [AUTO] [VENDAS] [MIX PÚBLICOS] [VSL B] [R$ 197,00] [4]",120239176137660163,"[00 - Aberto] [VSL B]",120239176137740163
2026-02-16,2026-02-22,"AD17 [MDA] [VID] VENDA - FAÇA DO YOUTUBE A SUA PROFISSÃO V5",not_delivering,1,actions:offsite_conversion.fb_pixel_purchase,96,1.104167,3.1,100,Diário,3.1,–,–,–,106,29.245283,2,1.55,1.886792,6,5.660377,0.516667,,,,,,,,,,,,,1,,1,,,3.1,"[22/12/25] [LVC] [F] [AUTO] [VENDAS] [MIX PÚBLICOS] [VSL B] [R$ 197,00] [4]",120239176137660163,"[00 - Aberto] [VSL B]",120239176137740163
2026-02-16,2026-02-22,"AD150 [MDA] [VID] VENDA - CAIO EU LARGO MEU TRABALHO 03",not_delivering,,,2186,1.057182,,100,Diário,43.44,"Na média","Na média","Na média",2311,18.797058,16,2.715,0.692341,28,1.211597,1.551429,,,,,,,3,,3,,,14.48,,,,,,,"[22/12/25] [LVC] [F] [AUTO] [VENDAS] [MIX PÚBLICOS] [VSL B] [R$ 197,00] [4]",120239176137660163,"[00 - Aberto] [VSL B]",120239176137740163
2026-02-16,2026-02-22,"AD58 [MDA] [VID] VENDA - AQUI O MEU CANAL JÁ TINHA",inactive,,,0,0,,100,Diário,0,–,–,–,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,,"[22/12/25] [LVC] [F] [AUTO] [VENDAS] [MIX PÚBLICOS] [VSL B] [R$ 197,00] [4]",120239176137660163,"[00 - Aberto] [VSL B]",120239176137740163
2026-02-16,2026-02-22,"AD17 [MDA] [VID] VENDA - FAÇA DO YOUTUBE A SUA PROFISSÃO V5",not_delivering,,,0,0,,400,Diário,0,–,–,–,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,,"[06/01/26] [LVC] [F] [AUTO] [VENDAS] [LKL PQ 365D] [VSL B] [R$ 197,00] [5]",120239726037500163,"00 - Lookalike 1% Pq 365d [VSL B] - 1",120240064195440163
2026-02-16,2026-02-22,"AD58 [MDA] [VID] VENDA - AQUI O MEU CANAL JÁ TINHA",not_delivering,,,0,0,,400,Diário,0,–,–,–,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,,"[06/01/26] [LVC] [F] [AUTO] [VENDAS] [LKL PQ 365D] [VSL B] [R$ 197,00] [5]",120239726037500163,"00 - Lookalike 1% Pq 365d [VSL B] - 1",120240064195440163
2026-02-16,2026-02-22,"AD155 [MDA] [VID] VENDA - CAIO EU LARGO MEU TRABALHO 07",not_delivering,,,0,0,,400,Diário,0,–,–,–,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,,"[06/01/26] [LVC] [F] [AUTO] [VENDAS] [LKL PQ 365D] [VSL B] [R$ 197,00] [5]",120239726037500163,"00 - Lookalike 1% Pq 365d [VSL B] - 1",120240064195440163
2026-02-16,2026-02-22,"AD04 [MDA] [VID] VENDA - PRA QUÊ EU VOU FAZER",not_delivering,3,actions:offsite_conversion.fb_pixel_purchase,15603,1.11767,172.73,150,Diário,518.19,"Na média","Na média","Na média",17439,29.714433,217,2.387972,1.244337,367,2.104478,1.411962,,,,,,,45,,45,,,11.515333,3,,3,,,172.73,"[18/11/25] [LVC] [F] [AUTO] [VENDAS] [ADV+] [VSL B] [R$ 197,00] [1]",120237047550310163,"00 -  Advantage+ [VSL B] - AD04 [MDA] [VID] VENDA - PRA QUÊ EU VOU FAZER",120240193206640163
2026-02-16,2026-02-22,"AD59 [MDA] [VID] VENDA - FAÇA DO YOUTUBE A SUA PROFISSÃO V7",not_delivering,,,0,0,,80,Diário,0,–,–,–,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,,"[18/11/25] [LVC] [F] [AUTO] [VENDAS] [ADV+] [VSL B] [R$ 197,00] [1]",120237047550310163,"00 -  Advantage+ [VSL B] - AD59 [MDA] [VID] VENDA - FAÇA DO YOUTUBE A SUA PROFISSÃO V7",120240193801070163
2026-02-16,2026-02-22,"AD189 [MDA] [VID] VENDA - SE VOCÊ OLHAR NO MEU",not_delivering,,,0,0,,100,Diário,0,–,–,–,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,,"[13/12/25] [MDA] [F] [AUTO] [VENDAS] [ADV+] [VSL C] [R$ 197,00] [1]",120238621687030163,"00 - Advantage+ [VSL C] - AD189 [MDA] [VID] VENDA - SE VOCÊ OLHAR NO MEU",120240315617930163
2026-02-16,2026-02-22,"AD162 [MDA] [VID] VENDA - REMARKETING 1",inactive,,,0,0,,100,Diário,0,–,–,–,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,,"[24/01/25] [MDA] [Q] [AUTO] [VENDAS] [REMARKETING] [VSL C] [R$ 197,00] [5]",120240432066700163,"00 - Page View VSL C - 180D - Best Ads Geral Jan",120240432066830163
2026-02-16,2026-02-22,"AD165 [MDA] [VID] VENDA - REMARKETING 4",not_delivering,,,87,1.298851,,100,Diário,6.46,–,–,–,113,57.168142,,,,0,0,0,,,,,,,,,,,,,,,,,,,"[24/01/25] [MDA] [Q] [AUTO] [VENDAS] [REMARKETING] [VSL C] [R$ 197,00] [5]",120240432066700163,"00 - Page View VSL C - 180D - Best Ads Geral Jan",120240432066830163
2026-02-16,2026-02-22,"AD182 [MDA] [VID] VENDA - REMARKETING 11",not_delivering,,,106,1.216981,,100,Diário,13.36,–,–,–,129,103.565891,3,4.453333,2.325581,2,1.550388,6.68,,,,,,,,,,,,,,,,,,,"[24/01/25] [MDA] [Q] [AUTO] [VENDAS] [REMARKETING] [VSL C] [R$ 197,00] [5]",120240432066700163,"00 - Page View VSL C - 180D - Best Ads Geral Jan",120240432066830163
