"Início dos relatórios","Término dos relatórios","Nome da campanha","Veiculação da campanha",Resultados,"Indicador de resultados",Alcance,Frequência,"Custo por resultados","Orçamento do conjunto de anúncios","Tipo de orçamento do conjunto de anúncios","Valor usado (BRL)",Impressões,"CPM (custo por 1.000 impressões) (BRL)","Cliques no link","CPC (custo por clique no link) (BRL)","CTR (taxa de cliques no link)","Cliques (todos)","CTR (todos)","CPC (todos) (BRL)","Custo por candidatura enviada (BRL)","Apps enviados","Inscrições no app para celular enviadas","Apps do site enviados","Candidaturas enviadas offline","Inscrições na Meta enviadas","Finalizações de compra iniciadas","Finalizações de compra iniciadas no app para celular","Finalizações de compra iniciadas no site","Finalizações de pagamento iniciadas offline","Finalizações da compra iniciadas na Meta","Custo por finalização de compra iniciada (BRL)",Compras,"Compras no app","Compras no site","Compras offline","Compras na Meta","Custo por compra (BRL)"
2026-03-10,2026-03-16,"F5 - [VX] NOVOS PUBLICOS 1-X-1 | VSL 2 | CBO",inactive,,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"F3 -  [V49] Advantage+  Campanha Campanha",inactive,,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"H1 (INTELIGENTE) ADV+ | V22",inactive,,,0,0,,50,Diário,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"[F1] - ESCALA- V50_T197",inactive,,,0,0,,150,Diário,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"[07/08/25] [MDA] [F] [AUTO] [VENDAS] [F4] [ARENA 197/247] [AD117]",inactive,,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"[25/11/25] [MDA] [F] [AUTO] [VENDAS] [ADV+] [VSL C] [PIXEL ANTIGO] [R$ 397,00] [1]",inactive,,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"[13/12/25] [MDA] [F] [AUTO] [VENDAS] [ADV+] [VSL A] [R$ 197,00] [1]",inactive,,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"[24/01/25] [MDA] [Q] [AUTO] [VENDAS] [REMARKETING] [VSL C] [R$ 197,00] [5]",inactive,,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"[06/02/26] [MDA] [F] [AUTO] [VENDAS] [ADV+] [VSL C] [R$ 197,00] [5]",inactive,,,0,0,,4500,Total,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"[24/02/26] [MDA] [F] [AUTO] [VENDAS] [ADV+] [VSL A] [R$ 197,00] [ABO] [AD14] [6]",inactive,,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"[08/03/26] [MDA] [F] [AUTO] [VENDAS] [ADV+] [VSL C] [R$ 197,00] [CBO] [AD194] [6]",inactive,,,0,0,,130,Diário,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"[C04] ZONA DE ESCALA CBO — Cópia",inactive,,,0,0,,50,Diário,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"F3 - ZONA DE FORMAÇÃO DO PÚBLICO 2 (ABO) 1-5-1",inactive,,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"F6 - [V04] 01 ESCALA VERTICAL PÚBLICO (CBO) 1-3-1 — Cópia",inactive,,,0,0,,20,Diário,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"F2.04 -  [V04] VSL 02 TESTE PÚBLICO  (CBO) 1-3-3 — Cópia — Cópia",inactive,,,0,0,,100,Diário,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"F2 -  [V04] VSL 02 TESTE PÚBLICO  (CBO) 1-3-3 — Cópia",inactive,,,0,0,,6,Diário,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"(F3) [V10] ESCALA 1-1-1 |P.01| 05/11 (ABO) = 50/DIA — Cópia",inactive,,,0,0,,98,Diário,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"F3 -  [V20] ESCALA 1-1-1 |22-45 INSTA| VSL2 (ABO) = — Cópia",inactive,,,0,0,,100,Diário,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"F3 - [V38]  LAL 2% (1-1-1)",inactive,,,0,0,,50,Diário,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"F1 -  OPEN ADV+ CREATIVE TEST (1-1-X)",inactive,,,0,0,,100,Diário,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"F3 -  [V29] 25-44 HM - INSTA+FACE (1-1-1) — Cópia",inactive,,,0,0,,250,Diário,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"F2 -  [V20] H 25-44 (1-3-1)",inactive,,,0,0,,500,Diário,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"F2 -   H 25-44 (1-3-1)",inactive,,,0,0,,150,Diário,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"F3 - [V22] ESCALA HORIZONTAL (02) 1-1-1 | PB-01| VSL 2 | CBO",inactive,,,0,0,,100,Diário,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"F2 - [V44] TESTE DE PUBLICOS (LAL 1%) 1-1-1  VSL 2",inactive,,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"[30/07/25] [MDA] [F] [AUTO] [VENDAS] [F4] [ARENA 247] [MAX CONV]",inactive,,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"[18/11/25] [LVC] [F] [AUTO] [VENDAS] [ADV+] [VSL B] [R$ 197,00] [1]",inactive,,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"[17/11/25] [MDA] [Q] [AUTO] [VENDAS] [REMARKETING] [VSL C] [R$ 197,00] [1] - PIXEL ERRADO",inactive,,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"[17/11/25] [MDA] [F] [AUTO] [VENDAS] [LKL COMPRADORES] [VSL A] [R$ 397,00] [1]",inactive,,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"[18/11/25] [MDA] [Q] [AUTO] [VENDAS] [REMARKETING] [VSL A] [R$ 197,00] [1]",inactive,,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"[25/11/25] [MDA] [F] [AUTO] [VENDAS] [ADV+] [VSL C] [PIXEL ANTIGO] [R$ 347,00] [1]",inactive,,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"[22/12/25] [LVC] [F] [AUTO] [VENDAS] [MIX PÚBLICOS] [VSL B] [R$ 197,00] [4]",inactive,,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"[03/01/26] [MDA] [F] [AUTO] [VENDAS] [ADV+] [VSL A] [R$ 197,00] [5]",inactive,,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"[12/02/26] [MDA] [F] [AUTO] [VENDAS] [ADV+] [VSL C] [R$ 197,00] [6]",inactive,,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"[03/03/26] [MDA] [F] [AUTO] [VENDAS] [ADV+] [VSL C] [R$ 197,00] [ABO] [AD178] [8]",inactive,,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"[08/03/26] [MDA] [F] [AUTO] [VENDAS] [ADV+] [VSL C] [R$ 197,00] [CBO] [AD150] [6]",inactive,,,0,0,,180,Diário,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"[00] ZONA DE ESCALA (CBO)",inactive,,,0,0,,18,Diário,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"F9 - [C04] 21/09 (CBO) 1-1-3",inactive,,,0,0,,85,Diário,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"F9 - [C04] 02/10 (CBO) 1-1-3 — Cópia — Cópia",inactive,,,0,0,,65,Diário,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"[F4] 2 (C04) 06/10 CBO 1-1-3= $96",inactive,,,0,0,,96,Diário,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"F4 - VALIDAÇÃO DO PÚBLICO {PB. 01 OPEN} (CBO) 1-3-3 — Cópia",inactive,,,0,0,,90,Diário,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"F6 - [V04] 01 ESCALA VERTICAL PÚBLICO (CBO) 1-3-1",inactive,,,0,0,,100,Diário,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"F3 -  [V04] ESCALA 1-1-1 |22-45 INSTA| VSL2 (ABO) = 50/DIA",inactive,,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"F3 -  [V15] ESCALA 1-1-1 |22-45 INSTA| VSL2 (ABO) = 50/DIA — Cópia — Cópia",inactive,,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"F3 -  [V10] ESCALA 1-1-1 |LLA 5%INSTA| VSL2 (ABO)",inactive,,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"F3 -  [V20] ESCALA 1-1-1 |22-35 INSTA| VSL2 (ABO) =",inactive,,,0,0,,50,Diário,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"F3 -  [V20] ESCALA 1-1-1 |22-45 INSTA| VSL2 (ABO) 497",inactive,,,0,0,,50,Diário,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"F3 -  [V19] ESCALA 1-1-1 |22-45 INSTA| VSL2 (ABO) = 497",inactive,,,0,0,,50,Diário,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"F3 -  [V20] OPEN 22-45 - INSTA (1-1-1)",inactive,,,0,0,,200,Diário,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"F3 -  [V26] ESCALA 1-1-1 |22-45 INSTA| VSL2",inactive,,,0,0,,150,Diário,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"F3 -  [V20] ESCALA 1-1-6 |LAL 1% — Cópia",inactive,,,0,0,,150,Diário,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"F3 -  [V35] ESCALA 1-1-1 |22-45 INSTA| VSL2 (ABO) =",inactive,,,0,0,,150,Diário,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"[F3] - ARENA 197",inactive,,,0,0,,20,Diário,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"F3 -  [V20] Advantage+  Campanha",inactive,,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"F3 -  [V10 - V19] Advantage+   Campanha",inactive,,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"H2 (LLA 1%) | V58",inactive,,,0,0,,50,Diário,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"[26/07/25] [MDA] [F] [AUTO] [VENDAS] [F2] [VALIDAÇÃO] [AD87] [197]",inactive,,,0,0,,150,Diário,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"[07/08/25] [MDA] [F] [AUTO] [VENDAS] [F4] [ARENA 197/247] [AD87]",inactive,,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"[11/11/25] [MDA] [F] [AUTO] [VENDAS] [MIX PÚBLICOS] [VSL A] [R$ 397,00] [2]",inactive,,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"[23/11/25] [LVC] [F] [AUTO] [VENDAS] [MIX PÚBLICOS] [VSL B] [R$ 197,00] [2]",inactive,,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"[06/01/26] [LVC] [F] [AUTO] [VENDAS] [ABERTO] [VSL B] [R$ 197,00] [5]",inactive,,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"[01] BOF WARM (PURCHASE)",inactive,,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"[01] BOF WARM (PURCHASE)",inactive,,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"[01] STABILITY ZONE IC Campanha",inactive,,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"[01] STABILITY ZONE C",inactive,,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"[02] FORMATION ZONE C",inactive,,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"[02] FORMATION ZONE IC — Cópia",inactive,,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"[03] SCALE ZONE C",inactive,,,0,0,,100,Diário,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"[03] SCALE ZONE C — Cópia",inactive,,,0,0,,100,Diário,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"[04] FORMATION ZONE C",inactive,,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"[05] FORMATION ZONE C — Cópia",inactive,,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"[06] FORMATION ZONE C",inactive,,,0,0,,50,Diário,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"[06] FORMATION ZONE C — Cópia — Cópia",inactive,,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"[06] SCALE ZONE",inactive,,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"[07] SCALE ZONE 2",inactive,,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"[08] STABILITY ZONE — BOF",inactive,,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"[09] SCALE ZONE 3",inactive,,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"[10] TEST ZONE [PUBLICOS/CRIATIVOS]",inactive,,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"[11] TEST ZONE [PUBLICOS/CRIATIVOS]",inactive,,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"[12] SCALE ZONE — ADVANTAGE",inactive,,,0,0,,60,Diário,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"[13] [TESTE] ESCALA PUBLICO",inactive,,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"[14] SCALE ZONE — [ESCALA AGRESSIVA] 1",inactive,,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"[15] SCALE ZONE — Cópia",inactive,,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"[06] SCALE ZONE [PUBLICO + POSICIONAMENTO]",inactive,,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"F3 -  [V20] - LAL 1% - INSTA+FACE (1-1-1)",inactive,,,0,0,,50,Diário,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"[10/06/25] [MDA] [F] [AUTO] [VENDAS] [F3] [2] [TESTE DE CRIATIVOS]",inactive,,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"[06] SCALE ZONE [PUBLICO + POSICIONAMENTO] — Cópia",inactive,,,0,0,,60,Diário,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"[15] SCALE ZONE [PUBLICO + ABERTO]",inactive,,,0,0,,60,Diário,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"[16] TEST ZONE PLR MILLION [PUBLICO]",inactive,,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"[17] TEST ZONE PLR FLIX [PUBLICO]",inactive,,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"[18] TEST ZONE PLR MILLION [PUBLICO] — Cópia",inactive,,,0,0,,65,Diário,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"[19] TEST ZONE PLR MILLION [PUBLICO]",inactive,,,0,0,,30,Diário,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"[20] TEST ZONE PLR MILLION [PUBLICO] — Cópia",inactive,,,0,0,,30,Diário,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"[16] TEST ZONE PLR MILLION [PUBLICO] — Cópia",inactive,,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"[00] ZONA DE ESTABILIDADE - REMARKETING TRAFFIC",inactive,,,0,0,,10,Diário,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"ASC PÚBLICO SALVO PB 01 (247)",inactive,,,0,0,,150,Diário,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"[17/11/25] [LVC] [Q] [AUTO] [VENDAS] [REMARKETING] [VSL B] [R$ 197,00] [1]",inactive,,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"[18/12/25] [LVC] [F] [AUTO] [VENDAS] [LKL COMPRADORES] [VSL B] [R$ 197,00] [2]",inactive,,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"[06/02/26] [LVC] [F] [AUTO] [VENDAS] [ADV+] [VSL B] [R$ 197,00] [5]",inactive,,,0,0,,6000,Total,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"[12/02/26] [MDA] [F] [AUTO] [VENDAS] [ADV+] [VSL A] [R$ 197,00] [6]",inactive,,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
2026-03-10,2026-03-16,"[12/02/26] [MDA] [F] [AUTO] [VENDAS] [ADV+] [VSL A] [R$ 197,00] [6]",inactive,,,0,0,,"Usando o orçamento do conjunto de anúncios",0,0,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,
